col_0,col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,col_9,col_10,col_11,col_12,col_13,sumABCD,open_ratio,ratio_wk,meanABCD,vary_rate,vary_week_rate,vary_week3month_rate,holiday_sale,holiday3month_sale,economy,comment_cnt,per_pay,Monday,Tues,Wends,Thurs,Friday,cate_1_0,cate_1_1,cate_1_2,cate_2_0,cate_2_1,cate_2_2,cate_2_3,cate_2_4,cate_2_5,cate_2_6,cate_2_7,cate_2_8,cate_2_9,cate_2_10,cate_3_0,cate_3_1,cate_3_2,cate_3_3,cate_3_4,cate_3_5,cate_3_6,cate_3_7,cate_3_8,location_id,shop_info_level_0,shop_info_level_1,shop_info_level_2,view_0_x,view_1_x,view_2_x,view_3_x,view_4_x,view_5_x,view_6_x,view_0_y,view_1_y,view_2_y,view_3_y,view_4_y,view_5_y,view_6_y,std,max,min,median,mad,var
78.0,88.0,78.0,72.0,59.0,70.0,85.0,86.0,71.0,61.0,81.0,101.0,87.0,74.0,1091,1.0,0.335472043996,77.9285714286,13,51,81,65,97,1.0,0.0,4,92,92,92,92,92,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,168,0.0,1.0,0.0,0,0,3,0,1,0,0,1,1,0,2,0,0,0,11.2555236745,101,59,78.0,8.65306122449,126.686813187
135.0,136.0,101.0,84.0,60.0,84.0,73.0,62.0,61.0,64.0,63.0,137.0,175.0,59.0,1294,1.0,0.436630602782,92.4285714286,22,90,225,89,132,0.93549,2.0,14,73,73,73,73,73,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1093,1.0,0.0,0.0,6,5,5,3,3,3,6,0,1,2,0,4,4,3,38.0944459625,175,59,78.5,31.693877551,1451.18681319
44.0,48.0,72.0,67.0,77.0,83.0,92.0,83.0,71.0,79.0,89.0,105.0,88.0,81.0,1079,1.0,0.307228915663,77.0714285714,9,53,75,66,101,0.97835,3.0,7,91,91,91,91,91,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,902,1.0,0.0,0.0,11,18,16,4,11,10,3,2,9,8,6,8,11,3,16.3069795615,105,44,80.0,11.9183673469,265.917582418
77.0,74.0,97.0,82.0,110.0,110.0,118.0,107.0,111.0,98.0,129.0,139.0,125.0,112.0,1489,1.0,0.30120886501,106.357142857,10,68,84,67,79,0.68466,0.0,6,76,76,76,76,76,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,573,1.0,0.0,0.0,0,0,1,0,2,0,0,0,0,2,0,1,1,0,19.2178088195,139,74,110.0,14.8265306122,369.324175824
114.0,142.0,167.0,145.0,240.0,229.0,236.0,244.0,236.0,231.0,249.0,161.0,149.0,235.0,2778,1.0,0.258819294456,198.428571429,34,173,263,123,166,0.93549,4.0,12,215,215,215,215,215,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,520,0.0,0.0,1.0,15,18,18,21,11,7,10,14,6,14,11,7,4,13,48.4509494798,249,114,230.0,44.6530612245,2347.49450549
86.0,113.0,123.0,128.0,216.0,187.0,235.0,218.0,196.0,195.0,233.0,134.0,112.0,192.0,2368,1.0,0.238597972973,169.142857143,41,147,167,77,116,0.90034,0.0,2,221,221,221,221,221,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,533,0.0,1.0,0.0,2,3,2,0,2,0,4,0,2,0,0,3,0,3,50.8509997525,235,86,189.5,45.5510204082,2585.82417582
63.0,78.0,72.0,67.0,83.0,71.0,80.0,82.0,91.0,73.0,87.0,94.0,113.0,80.0,1134,1.0,0.320987654321,81.0,12,48,76,57,87,0.93549,3.0,7,81,81,81,81,81,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,124,1.0,0.0,0.0,14,12,3,5,12,8,4,3,2,2,1,2,7,5,12.7400036228,113,63,80.0,9.14285714286,162.307692308
257.0,268.0,263.0,215.0,138.0,125.0,126.0,105.0,148.0,150.0,227.0,308.0,281.0,141.0,2752,1.0,0.351380813953,196.571428571,53,289,169,264,219,0.89222,4.0,16,126,126,126,126,126,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,680,0.0,0.0,1.0,24,35,30,38,44,29,33,33,31,29,23,41,20,17,69.8963125315,308,105,182.5,63.2857142857,4885.49450549
78.0,81.0,83.0,65.0,69.0,76.0,64.0,60.0,71.0,62.0,56.0,82.0,90.0,62.0,999,1.0,0.343343343343,71.3571428571,13,63,28,85,88,0.87462,0.0,17,68,68,68,68,68,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,289,1.0,0.0,0.0,0,4,0,0,2,2,1,0,4,0,0,2,4,1,10.3597382121,90,56,70.0,8.83673469388,107.324175824
60.0,83.0,73.0,58.0,76.0,64.0,49.0,52.0,58.0,54.0,52.0,57.0,52.0,69.0,857,1.0,0.31796966161,61.2142857143,12,40,32,61,73,0.52452,0.0,18,67,67,67,67,67,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,483,1.0,0.0,0.0,3,3,2,0,1,2,7,4,0,5,1,7,4,5,10.3639803122,83,49,58.0,8.41836734694,107.412087912
132.0,175.0,137.0,105.0,73.0,46.0,32.0,38.0,35.0,33.0,53.0,38.0,54.0,45.0,996,1.0,0.237449799197,71.1428571429,20,201,127,95,80,0.50711,5.0,16,58,58,58,58,58,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,25,0.0,0.0,1.0,13,6,11,11,13,25,11,15,11,9,25,13,13,5,46.7445712897,175,32,49.5,38.0408163265,2185.05494505
184.0,232.0,193.0,253.0,250.0,246.0,269.0,246.0,282.0,281.0,232.0,273.0,324.0,268.0,3533,1.0,0.301726577979,252.357142857,33,128,129,299,284,0.92035,0.0,14,264,264,264,264,264,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1117,1.0,0.0,0.0,1,3,3,0,3,0,3,2,5,3,5,5,7,4,36.0461395412,324,184,251.5,26.2142857143,1299.32417582
0.0,0.0,0.0,0.0,190.0,257.0,207.0,266.0,265.0,264.0,313.0,408.0,394.0,304.0,2868,0.47619047619,0.217747559275,204.857142857,68,444,860,420,422,0.83054,0.0,18,305,305,305,305,305,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,59,0.0,1.0,0.0,10,9,4,17,17,11,7,15,6,10,9,9,8,4,146.820066299,408,0,260.5,119.183673469,21556.1318681
103.0,101.0,155.0,166.0,211.0,243.0,242.0,284.0,264.0,272.0,274.0,237.0,251.0,211.0,3014,1.0,0.304744525547,215.285714286,26,321,955,109,213,0.93549,3.0,2,260,260,260,260,260,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,485,0.0,1.0,0.0,19,22,15,27,7,10,15,5,14,9,12,9,15,11,61.2415502133,284,101,239.5,49.2448979592,3750.52747253
52.0,80.0,73.0,75.0,102.0,60.0,80.0,74.0,58.0,74.0,50.0,58.0,54.0,60.0,950,1.0,0.274736842105,67.8571428571,14,74,32,55,57,0.52452,3.0,10,59,59,59,59,59,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1084,1.0,0.0,0.0,6,16,4,5,5,4,8,9,6,12,11,5,7,5,14.3947487373,102,50,66.5,11.8571428571,207.208791209
58.0,57.0,79.0,80.0,96.0,99.0,110.0,92.0,103.0,90.0,117.0,75.0,98.0,92.0,1246,1.0,0.280497592295,89.0,21,139,148,74,84,0.69734,1.0,6,92,92,92,92,92,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1072,1.0,0.0,0.0,13,14,11,13,6,9,6,11,7,7,12,9,8,5,17.6111852569,117,57,92.0,13.7142857143,310.153846154
32.0,42.0,56.0,49.0,116.0,130.0,146.0,109.0,149.0,139.0,102.0,54.0,47.0,93.0,1264,1.0,0.20292721519,90.2857142857,17,43,31,24,40,0.92035,2.0,15,96,96,96,96,96,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,42,1.0,0.0,0.0,26,20,6,6,6,6,9,9,6,2,4,7,2,7,42.4779192802,149,32,97.5,37.387755102,1804.37362637
87.0,76.0,93.0,90.0,85.0,90.0,95.0,114.0,117.0,113.0,120.0,154.0,134.0,98.0,1466,1.0,0.289904502046,104.714285714,15,121,71,82,83,0.89222,3.0,12,92,92,92,92,92,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,680,0.0,0.0,1.0,4,6,7,4,7,7,3,4,6,3,2,2,6,2,21.5956853648,154,76,96.5,17.6734693878,466.373626374
237.0,219.0,253.0,313.0,392.0,440.0,282.0,240.0,303.0,258.0,428.0,328.0,402.0,238.0,4333,1.0,0.326102007847,309.5,49,284,357,265,301,0.54073,0.0,17,243,243,243,243,243,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1071,0.0,1.0,0.0,25,25,26,27,27,25,19,30,30,28,17,22,24,16,76.8722716839,440,219,292.5,63.7142857143,5909.34615385
153.0,143.0,141.0,146.0,127.0,122.0,101.0,102.0,105.0,96.0,110.0,203.0,199.0,65.0,1813,1.0,0.390788747932,129.5,21,109,133,111,176,0.6615,0.0,18,104,104,104,104,104,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,987,0.0,1.0,0.0,19,32,22,29,42,20,19,24,28,21,25,25,33,10,38.496253564,203,65,124.5,29.7142857143,1481.96153846
24.0,23.0,20.0,25.0,25.0,19.0,28.0,66.0,60.0,75.0,83.0,80.0,75.0,41.0,644,1.0,0.349378881988,46.0,24,202,172,57,45,0.60975,1.0,1,33,33,33,33,33,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,848,1.0,0.0,0.0,5,3,11,8,10,19,7,7,5,5,3,4,2,2,25.4981145608,83,19,34.5,23.2857142857,650.153846154
95.0,94.0,60.0,55.0,91.0,63.0,55.0,58.0,88.0,56.0,86.0,102.0,84.0,77.0,1064,1.0,0.345864661654,76.0,11,59,57,60,90,0.92035,0.0,5,83,83,83,83,83,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,42,1.0,0.0,0.0,1,0,0,0,2,2,0,2,1,1,2,0,0,4,17.378147197,102,55,80.5,15.5714285714,302.0
212.0,169.0,185.0,171.0,163.0,177.0,151.0,153.0,144.0,143.0,167.0,206.0,238.0,134.0,2413,1.0,0.349564857024,172.357142857,32,142,60,191,197,0.82756,0.0,18,154,154,154,154,154,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,480,1.0,0.0,0.0,1,3,1,2,0,5,1,3,0,1,0,0,1,0,29.4712562517,238,134,168.0,22.3163265306,868.554945055
213.0,215.0,256.0,248.0,333.0,364.0,338.0,328.0,353.0,340.0,338.0,306.0,312.0,384.0,4328,1.0,0.289163585952,309.142857143,29,170,263,232,320,0.89222,0.0,8,377,377,377,377,377,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,575,0.0,1.0,0.0,4,6,4,3,8,8,6,6,5,3,3,6,5,2,54.6074905299,384,213,330.5,43.9591836735,2981.97802198
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,117.0,240.0,359.0,351.0,1067,0.190476190476,0.280693533271,76.2142857143,37,407,0,223,299,0.83054,0.0,1,177,177,177,177,177,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1107,0.0,1.0,0.0,2,5,0,2,3,3,8,3,4,4,5,3,2,6,136.452402843,359,0,0.0,108.87755102,18619.2582418
75.0,80.0,81.0,69.0,85.0,73.0,77.0,81.0,67.0,60.0,104.0,148.0,166.0,63.0,1229,1.0,0.39951179821,87.7857142857,22,122,105,88,100,0.92035,2.0,11,62,62,62,62,62,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,113,0.0,0.0,1.0,18,10,12,33,37,20,11,14,16,6,18,10,26,16,31.4231139118,166,60,78.5,22.0918367347,987.412087912
180.0,182.0,187.0,180.0,161.0,202.0,188.0,183.0,185.0,196.0,169.0,203.0,232.0,191.0,2639,1.0,0.309208033346,188.5,19,77,117,137,219,0.93549,0.0,17,204,204,204,204,204,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,523,0.0,1.0,0.0,15,14,15,8,17,16,12,8,11,9,10,13,10,10,16.9058478731,232,161,186.0,11.6428571429,285.807692308
52.0,57.0,48.0,60.0,58.0,104.0,96.0,119.0,119.0,119.0,89.0,91.0,108.0,109.0,1229,1.0,0.245321399512,87.7857142857,11,93,108,49,54,0.68466,1.0,1,73,73,73,73,73,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,474,1.0,0.0,0.0,6,8,3,0,3,4,1,2,1,5,4,9,4,0,27.1666610486,119,48,93.5,23.4183673469,738.027472527
126.0,124.0,121.0,81.0,113.0,121.0,152.0,131.0,123.0,132.0,150.0,161.0,145.0,133.0,1813,1.0,0.285990071704,129.5,16,92,145,101,133,0.89222,8.0,11,142,142,142,142,142,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,499,0.0,0.0,1.0,13,27,10,12,26,21,11,12,17,12,11,17,23,13,19.6772027405,161,81,128.5,13.9285714286,387.192307692
46.0,57.0,57.0,77.0,63.0,65.0,60.0,52.0,51.0,71.0,63.0,72.0,86.0,82.0,902,1.0,0.285476718404,64.4285714286,13,57,60,57,57,0.90034,0.0,1,55,55,55,55,55,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,853,1.0,0.0,0.0,2,3,3,1,0,1,0,0,0,0,1,0,1,1,11.9016113047,86,46,63.0,9.48979591837,141.648351648
185.0,207.0,249.0,274.0,127.0,124.0,67.0,66.0,58.0,71.0,104.0,82.0,97.0,89.0,1800,1.0,0.359722222222,128.571428571,32,303,335,149,152,0.5047,8.0,14,116,116,116,116,116,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,348,0.0,0.0,1.0,19,17,24,14,30,23,14,16,14,26,8,22,23,14,71.4398232896,274,58,100.5,57.2448979592,5103.64835165
77.0,71.0,78.0,74.0,141.0,109.0,138.0,138.0,152.0,115.0,145.0,79.0,83.0,142.0,1542,1.0,0.221141374838,110.142857143,21,72,59,59,70,0.85827,2.0,6,116,116,116,116,116,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,813,1.0,0.0,0.0,15,17,17,10,9,11,10,10,13,12,13,11,7,5,31.8502678237,152,71,112.0,28.5714285714,1014.43956044
70.0,74.0,86.0,67.0,48.0,33.0,46.0,76.0,59.0,63.0,66.0,115.0,96.0,44.0,943,1.0,0.320784729586,67.3571428571,22,129,284,101,115,0.80264,5.0,14,61,61,61,61,61,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,603,0.0,0.0,1.0,5,6,10,7,10,11,7,13,10,7,6,9,3,2,21.8583099595,115,33,66.5,16.1224489796,477.785714286
132.0,140.0,93.0,55.0,55.0,51.0,45.0,37.0,41.0,47.0,76.0,127.0,99.0,43.0,1041,1.0,0.429875120077,74.3571428571,20,45,58,90,95,0.74936,1.0,5,54,54,54,54,54,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,62,1.0,0.0,0.0,6,11,6,5,9,8,7,5,4,5,5,8,7,4,36.9586195689,140,37,55.0,31.5510204082,1365.93956044
96.0,86.0,89.0,96.0,109.0,77.0,83.0,90.0,79.0,80.0,104.0,98.0,84.0,99.0,1270,1.0,0.306299212598,90.7142857143,12,73,97,70,100,0.80264,0.0,3,94,94,94,94,94,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,154,0.0,1.0,0.0,2,0,3,2,4,2,4,1,0,0,1,1,2,0,9.84048600604,109,77,89.5,8.24489795918,96.8351648352
65.0,77.0,82.0,79.0,73.0,59.0,70.0,94.0,68.0,71.0,86.0,74.0,81.0,57.0,1036,1.0,0.28861003861,74.0,12,36,29,70,74,0.92549,1.0,8,57,57,57,57,57,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,207,1.0,0.0,0.0,2,9,5,4,4,2,6,6,3,3,6,2,10,1,10.1829419959,94,57,73.5,7.85714285714,103.692307692
85.0,85.0,100.0,61.0,72.0,68.0,59.0,71.0,73.0,77.0,64.0,95.0,98.0,66.0,1074,1.0,0.32635009311,76.7142857143,15,73,103,83,97,0.87462,5.0,11,69,69,69,69,69,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,460,0.0,0.0,1.0,11,14,5,7,11,6,7,6,6,11,12,23,11,2,13.7249271901,100,59,72.5,11.387755102,188.373626374
44.0,51.0,56.0,49.0,78.0,68.0,73.0,47.0,68.0,70.0,71.0,40.0,42.0,83.0,840,1.0,0.260119047619,60.0,19,40,39,57,56,0.69734,2.0,7,94,94,94,94,94,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1007,0.0,0.0,1.0,39,26,28,45,27,35,24,20,39,25,25,12,19,24,14.5125940002,83,40,62.0,13.0,210.615384615
231.0,298.0,261.0,195.0,236.0,217.0,164.0,148.0,196.0,157.0,188.0,292.0,274.0,163.0,3020,1.0,0.346357615894,215.714285714,41,194,125,253,312,0.69952,0.0,19,233,233,233,233,233,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,18,0.0,1.0,0.0,6,10,3,13,9,9,6,4,4,8,9,8,2,2,50.9576423972,298,148,206.5,42.7142857143,2596.68131868
91.0,76.0,80.0,85.0,84.0,84.0,90.0,82.0,56.0,67.0,83.0,94.0,91.0,89.0,1152,1.0,0.325520833333,82.2857142857,19,116,142,80,99,0.61513,4.0,12,130,130,130,130,130,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,720,0.0,0.0,1.0,26,22,20,16,24,19,14,13,17,13,11,16,23,20,10.291359867,94,56,84.0,7.20408163265,105.912087912
90.0,93.0,81.0,83.0,99.0,123.0,127.0,121.0,120.0,120.0,113.0,115.0,137.0,108.0,1530,1.0,0.301307189542,109.285714286,11,103,360,80,118,0.93549,1.0,10,115,115,115,115,115,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,849,1.0,0.0,0.0,2,6,2,6,4,6,3,3,1,3,0,4,4,2,17.3623313368,137,81,114.0,14.5306122449,301.450549451
115.0,136.0,145.0,78.0,81.0,112.0,69.0,112.0,118.0,103.0,110.0,104.0,117.0,75.0,1475,1.0,0.350169491525,105.357142857,29,247,271,105,108,0.92035,2.0,18,98,98,98,98,98,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,256,1.0,0.0,0.0,28,17,31,17,18,24,20,11,23,26,17,18,14,15,22.5341011422,145,69,111.0,17.4489795918,507.785714286
88.0,92.0,91.0,112.0,111.0,109.0,120.0,132.0,111.0,112.0,156.0,134.0,150.0,172.0,1690,1.0,0.309763313609,120.714285714,15,99,93,112,123,0.69734,2.0,5,123,123,123,123,123,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,608,1.0,0.0,0.0,9,5,13,7,10,8,7,6,4,6,15,9,11,4,25.2569215842,172,88,112.0,20.0612244898,637.912087912
110.0,117.0,110.0,79.0,76.0,91.0,78.0,106.0,73.0,87.0,119.0,105.0,145.0,78.0,1374,1.0,0.346433770015,98.1428571429,19,79,89,105,109,0.93549,2.0,4,97,97,97,97,97,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1094,0.0,0.0,1.0,18,17,19,11,13,12,3,11,22,11,22,10,12,20,21.2163113696,145,73,98.0,17.8571428571,450.131868132
75.0,104.0,71.0,90.0,47.0,64.0,47.0,58.0,61.0,77.0,87.0,132.0,97.0,64.0,1074,1.0,0.304003724395,76.7142857143,17,71,41,78,82,1.0,1.0,20,57,57,57,57,57,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,554,1.0,0.0,0.0,12,13,22,24,15,16,9,17,9,8,11,10,12,12,23.5614697577,132,47,73.0,18.1020408163,555.142857143
108.0,127.0,112.0,118.0,78.0,82.0,67.0,67.0,80.0,81.0,100.0,140.0,141.0,56.0,1357,1.0,0.341562269713,96.9285714286,13,46,44,59,102,0.60983,2.0,6,58,58,58,58,58,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,962,0.0,1.0,0.0,18,15,20,14,5,13,8,17,12,6,12,8,13,6,27.8635805466,141,56,91.0,23.9285714286,776.379120879
98.0,92.0,75.0,71.0,58.0,73.0,51.0,40.0,56.0,54.0,60.0,122.0,119.0,52.0,1021,1.0,0.396180215475,72.9285714286,18,64,94,85,127,0.90034,6.0,20,66,66,66,66,66,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,552,0.0,0.0,1.0,42,42,35,69,69,41,29,34,38,27,28,61,58,21,25.6738846233,122,40,65.5,20.2040816327,659.148351648
175.0,170.0,167.0,217.0,178.0,207.0,176.0,167.0,179.0,177.0,224.0,273.0,226.0,178.0,2714,1.0,0.327929255711,193.857142857,40,167,381,154,222,0.90034,10.0,7,229,229,229,229,229,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,711,0.0,0.0,1.0,43,53,53,46,36,35,54,51,34,36,35,34,50,43,31.1420001898,273,167,178.0,25.387755102,969.824175824
82.0,73.0,95.0,107.0,144.0,162.0,145.0,147.0,162.0,146.0,152.0,146.0,157.0,166.0,1884,1.0,0.287420382166,134.571428571,17,112,130,96,125,0.93549,4.0,9,142,142,142,142,142,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,264,0.0,0.0,1.0,11,8,3,8,12,11,6,2,8,9,12,7,8,8,31.3705258182,166,73,146.0,25.8979591837,984.10989011
75.0,86.0,81.0,66.0,64.0,63.0,55.0,55.0,51.0,47.0,70.0,98.0,79.0,53.0,943,1.0,0.383351007423,67.3571428571,21,126,155,60,69,0.85827,2.0,6,89,89,89,89,89,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,194,0.0,0.0,1.0,26,13,11,19,17,15,22,23,20,15,19,14,21,24,14.9337364218,98,47,65.0,12.1224489796,223.016483516
